image,kanjiname,hiragananame,romajiname,localisedname,nickname,position,element,playstyle,kick,control,technique,pressure,physical,agility,intelligence,bst
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,リ・ユーチェン,り・ゆーちぇん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ドメルゴ・ドミンゲス,どめるご・どみんげす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,レイナルド・バラハ,れいなるど・ばらは,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ルフィノ・アバロス,るふぃの・あばろす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ベラスコ・メレンデス,べらすこ・めれんです,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,フェルナンド・ダビーノ,ふぇるなんど・だびーの,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,エメリコ・ロルカ,えめりこ・ろるか,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,チコ・アリソン,ちこ・ありそん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,エミリオ・ルハン,えみりお・るはん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ファビオ・エステベ,ふぁびお・えすてべ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ペペ・バンデラス,ぺぺ・ばんでらす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ビッグマン,びっぐまん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ジェントルマン,じぇんとるまん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ダイバー,だいばー,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,スモーキー,すもーきー,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ジャッジ,じゃっじ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ハンター,はんたー,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ヨガ,よが,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,コブラ,こぶら,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,シェイキー,しぇいきー,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,コンボイ,こんぼい,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ライオン,らいおん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ホーン,ほーん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マジシャン,まじしゃん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ジャック,じゃっく,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,バハート・デスコム,ばはーと・ですこむ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ゴラン・ヴェシリア,ごらん・う゛ぇしりあ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,アレクセイ・トレポフ,あれくせい・とれぽふ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ラビ・エレメンコ,らび・えれめんこ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,グエンナディ・ザハロフ,ぐえんなでぃ・ざはろふ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,シモン・ジトワ,しもん・じとわ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,カルル・セニロフ,かるる・せにろふ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,シャミール・トルベツコイ,しゃみーる・とるべつこい,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ヴィクトール・セドワ,う゛ぃくとーる・せどわ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,フロイ・ギリカナン,ふろい・ぎりかなん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ザウル・サレンコ,ざうる・されんこ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ユーリ・ロディナ,ゆーり・ろでぃな,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ラスカー・ヴァグネル,らすかー・う゛ぁぐねる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マール・マラット,まーる・まらっと,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,アース・イナーム,あーす・いなーむ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ルース・カシム,るーす・かしむ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マリク・クアベル,まりく・くあべる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,リヴィン・ドリスコ,りゔぃん・どりすこ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,グリース・ラウズ,ぐりーす・らうず,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,リオン,りおん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,グレオ,ぐれお,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ビッグス,びっぐす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ランドル,らんどる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マセロ,ませろ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,リカルド,りかるど,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マセウス,ませうす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マルセロ,まるせろ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ルシアン,るしあん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,レナト,れなと,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ダニーニョ,だにーにょ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ロラン,ろらん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,サムエウ,さむえう,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,アルトゥール,あるとぅーる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ミゲル,みげる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,レイモン,れいもん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,パウロ,ぱうろ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,レオネイラ・カミオン,れおねいら・かみおん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ガブリエラ・アマティ,がぶりえら・あまてぃ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,エルマ・キティ,えるま・きてぃ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,アリーチェ・ベラルディ,ありーちぇ・べらるでぃ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ディアナ・スコラ,でぃあな・すこら,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ネストレ・ガット,ねすとれ・がっと,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ニコロ・フィーノ,にころ・ふぃーの,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ピエトロ・モレスコ,ぴえとろ・もれすこ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,カルロス・ガロ,かるろす・がろ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ルカ・ルッソ,るか・るっそ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,マッテオ・ドメニコ,まってお・どめにこ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ペトロニオ・パッティ,ぺとろにお・ぱってぃ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ラケリト・スプト,らけりと・すぷと,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,カケハシ・ツグ,かけはし・つぐ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,トニオ・キアラ,とにお・きあら,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,モニカ・サーラ,もにか・さーら,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ジャスティノ・ジョバンニ,じゃすてぃの・じょばんに,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,キンベン・ジョルダーニ,きんべん・じょるだーに,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ウラジミール,うらじみーる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,プロキオン,ぷろきおん,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,タビト,たびと,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,メイサ,めいさ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,サイフ,さいふ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,アルニタク,あるにたく,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,アルニラム,あるにらむ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ミンタカ,みんたか,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ベラトリックス,べらとりっくす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,リゲル,りげる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ユリカ・ベオル,ゆりか・べおる,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ベテルギウス,べてるぎうす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,シリウス,しりうす,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,カッパ,かっぱ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,ハチサ,はちさ,,???,-,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/q/i/qinvwy2o6g0.png,笹波 雲明,ささなみ うんめい,Unmei Sasanami,Destin Billows,雲明,MF,林 (Forest),Justice,104,112,109,91,92,85,100,693
https://dxi4wb638ujep.cloudfront.net/1/k/w/n/wneajfdgpae.png,桜咲 丈二,さくらざき じょうじ,Joji Sakurazaki,Briar Bloomhurst,桜咲,FW,山 (Mountain),Counter,121,115,105,88,85,85,93,692
https://dxi4wb638ujep.cloudfront.net/1/k/y/s/ysdgncrqkge.png,木曽路 兵太,きそじ へいた,Heita Kisoji,Cedric Freud,木曽路,MF,林 (Forest),Bond,100,108,105,88,88,81,97,667
https://dxi4wb638ujep.cloudfront.net/1/k/s/d/sdgzebki_m0.png,忍原 来夏,しのはら らいか,Raika Shinohara,Raika Shinohara,来夏,FW,火 (Fire),Counter,110,108,98,88,85,81,97,667
https://dxi4wb638ujep.cloudfront.net/1/k/j/r/jrrsz-cysvc.png,古道飼 亀雄,こどうかい かめお,Kameo Kodokai,Cade Shelby,亀雄,DF,風 (Wind),Counter,86,90,91,98,102,88,110,665
https://dxi4wb638ujep.cloudfront.net/1/k/b/l/bl17o6l8izs.png,四川堂 我流,しせんどう がりゅう,Garyu Shisendo,Alix La Fontaine,四川堂,GK,風 (Wind),Justice,86,94,88,98,102,104,93,665
https://dxi4wb638ujep.cloudfront.net/1/k/d/e/deyngj3qn1s.png,柳生 駿河,やぎゅう するが,Suruga Yagyu,Thierry Reyes,柳生,MF,山 (Mountain),Tension,100,108,105,88,88,81,97,667
https://dxi4wb638ujep.cloudfront.net/1/k/7/i/7iyb2rafrau.png,幕下 照,まくした てる,Teru Makushita,Winsor Compete,幕下,DF,山 (Mountain),Breach,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ibem1nuj518.png,弁天 九郎丸,べんてん くろうまる,Kuromaru Benten,Charis Benzaie,弁天,DF,山 (Mountain),Rough Play,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/z/g/zgwylv97hmk.png,伊勢谷 要,いせや かなめ,Kaname Iseya,Maine Alsop,伊勢谷,MF,山 (Mountain),Breach,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/o/u/ountmqbbmvm.png,頂 挑夢,いただき いどむ,Idomu Itadaki,Dario Highton,頂,MF,林 (Forest),Tension,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/q/p/qpgpijjtjtm.png,雨道 未理科,うどう みりか,Mirika Udo,Amelia Rainwalker,未理科,DF,風 (Wind),Justice,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/b/n/bnrul2vxkgk.png,井馬里 陽愛,いまさと ひまな,Himana Imasato,Marisol Cavallo,井馬里,DF,火 (Fire),Tension,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/k/g/kgd6bu8l8z8.png,古手打 七南,こてうち ななみ,Nanami Koteuchi,Meridia Althoff,古手打,DF,風 (Wind),Breach,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/x/b/xbukczb61q0.png,判目 才人,ばんめ さいと,Saito Banme,Tai Richter,判目,MF,風 (Wind),Tension,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/m/p/mpfrvmnayzc.png,牛島 突五郎,うしじま とつごろう,Totsugoro Ushijima,Davin Bullock,牛島,MF,火 (Fire),Rough Play,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/5/p/5p1hyyizugu.png,妖士乃 銀郎,あやしの ぎんろう,Ginro Ayashino,Lycus Foxworth,妖士乃,DF,林 (Forest),Justice,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/q/n/qnqcxng6r5m.png,濱南 暁海,はまな あきうみ,Akiumi Hamana,Florent Shorleigh,濱南,MF,風 (Wind),Bond,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/w/i/wizpeqvykz8.png,福良 むすび,ふくら むすび,Musubi Fukura,Antonia Felicier,福良,DF,林 (Forest),Bond,79,83,81,98,102,85,114,642
https://dxi4wb638ujep.cloudfront.net/1/k/b/k/bkcipvzijqu.png,鉄野 ケルビン,てつの けるびん,Kelvin Tetsuno,Kelvin Steelborne,鉄野,DF,山 (Mountain),Bond,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/-/k/-k8iqz_hbmu.png,黒原 玲文,くろはら れもん,Remon Kurohara,Lemmy Stretchen,黒原,DF,火 (Fire),Justice,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/p/i/pindhmz92_8.png,星 美哉,ほし みかな,Mikana Hoshi,Starla Thorn,星,MF,火 (Fire),Rough Play,93,108,109,81,78,78,97,644
https://dxi4wb638ujep.cloudfront.net/1/k/q/w/qwneste18k8.png,香澄崎 栄子,かすみさき えいこ,Eiko Kasumisaki,Elaine Sereno,香澄崎,-,-,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/k/5/k5er_or9jem.png,千乃 妃花,せんの ひめか,Himeka Senno,Lilac Tausend,千乃,MF,林 (Forest),Counter,93,108,109,81,78,78,97,644
https://dxi4wb638ujep.cloudfront.net/1/k/o/y/oyxxlfats7e.png,百道 唯奈,ももち ゆいな,Yuina Momochi,Juno Hundertmark,百道,DF,風 (Wind),Counter,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/6/x/6xd84b32hzk.png,万部 長夢,まんべ おさむ,Osamu Manbe,Edwin Grove,万部,GK,火 (Fire),Counter,83,90,84,95,99,101,90,642
https://dxi4wb638ujep.cloudfront.net/1/k/e/b/eb4qmsacpsc.png,暖冬屋 哉太,だんとうや かなた,Kanata Dantoya,Zander Warmington,暖冬屋,-,-,Justice,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/k/0/k0bf1p1ucms.png,紫雨 雄介,しぐれ ゆうすけ,Yusuke Shigure,Viorain Maleby,紫雨,-,-,Justice,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/v/c/vcq-ywtux_e.png,天宮寺 嶺,てんぐうじ れい,Rei Tenguji,Clement Mariner,天宮寺,-,-,Counter,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/3/s/3soxl00kbz0.png,遠野 善弥,とおの ぜんや,Zenya Tono,Boone Wretman,遠野,-,-,Breach,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/1/z/1zjlltmmef0.png,赤袖 茉莉,あかそで まつり,Matsuri Akasode,Jazmine Carmine,赤袖,-,-,Tension,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/v/x/vxteghsncm8.png,鬼門 悟,きど さとる,Satoru Kido,Colton Sharps,鬼門,-,-,Justice,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/-/2/-2_ked__afk.png,嵐 大佑,あらし だいすけ,Daisuke Arashi,Maddock Jackson,嵐,-,-,Tension,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/h/2/h2vmp9qmwas.png,星村 ナオ,ほしむら なお,Nao Hoshimura,Eleanor Estrella,星村,-,-,Bond,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/g/6/g6_2ilswsqc.png,月影 蓮,つきかげ れん,Ren Tsukikage,Darian Moonward,蓮,-,-,Justice,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/m/v/mvcdbwn4zks.png,円堂 ハル,えんどう はる,Haru Endo,Harper Evans,ハル,-,-,Breach,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/k/q/e/qekhec227ze.png,野神 有,のがみ ゆう,Yu Nogami,Talon Lewis,野神,-,-,Justice,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
https://dxi4wb638ujep.cloudfront.net/1/prd/assets/4/img/shared/icn_secret_character.png,？？？,,,???,,,,,?,?,?,?,?,?,?,0
